district,divisional_secretariat,gn_division
Hambantota,Beliatta,"Sitinamaluwa West"
Hambantota,Beliatta,"Sitinamaluwa North"
Hambantota,Beliatta,"Sitinamaluwa East"
Hambantota,Beliatta,"Sitinamaluwa South"
Hambantota,Beliatta,Pahalagoda
Hambantota,Beliatta,Medagoda
Hambantota,Beliatta,"Beliatta South"
Hambantota,Beliatta,"Kudaheela East"
Hambantota,Beliatta,"Kudaheela North"
Hambantota,Beliatta,"Mahaheella West"
Hambantota,Beliatta,"Mahaheella North"
Hambantota,Beliatta,"Getamanna South"
Hambantota,Beliatta,Nayakawatta
Hambantota,Beliatta,"Ambala North"
Hambantota,Beliatta,"Ambala West"
Hambantota,Beliatta,Miriswatta
Hambantota,Beliatta,"Kudahilla South"
Hambantota,Beliatta,Ovilana
Hambantota,Beliatta,Mihindupura
Hambantota,Beliatta,"Palapotha East"
Hambantota,Beliatta,"Palapotha West"
Hambantota,Beliatta,"Dedduwawala East"
Hambantota,Beliatta,Dedduwawala
Hambantota,Beliatta,"Galagama North"
Hambantota,Beliatta,"Galagama West"
Hambantota,Beliatta,"Galagama South"
Hambantota,Beliatta,"Galagama East"
Hambantota,Beliatta,"Nakulugamuwa West"
Hambantota,Beliatta,"Nakulugamuwa North"
Hambantota,Beliatta,Wevudatta
Hambantota,Tangalle,Sudarshanagama
Hambantota,Tangalle,"Pattiyapola West"
Hambantota,Tangalle,Thalunna
Hambantota,Tangalle,Andupelena
Hambantota,Tangalle,Kadiragoda
Hambantota,Tangalle,Gotaimbaragama
Hambantota,Tangalle,"Kattakaduwa North"
Hambantota,Tangalle,"Kattakaduwa South"
Hambantota,Tangalle,"Ranna East"
Hambantota,Tangalle,"Ranna West"
Hambantota,Tangalle,Vigamuwa
Hambantota,Tangalle,"Pattiyapola East"
Hambantota,Tangalle,"Pattiyapola South"
Hambantota,Tangalle,"Vitharandeniya North"
Hambantota,Tangalle,"Thenagama South"
Hambantota,Tangalle,"Thenagama North"
Hambantota,Tangalle,Thalapitiyagama
Hambantota,Tangalle,Ethgalmulla
Hambantota,Tangalle,Uduvilagoda
Hambantota,Tangalle,"Vitharandeniya South"
Hambantota,Tangalle,Aluthgoda
Hambantota,Tangalle,Palathuduwa
Hambantota,Tangalle,Marakolliya
Hambantota,Tangalle,Medagama
Hambantota,Tangalle,"Netolpitiya North"
Hambantota,Tangalle,"Netolpitiya South"
Hambantota,Tangalle,Wadigala
Hambantota,Tangalle,Kahandawa
Hambantota,Tangalle,"Nidahasgama West"
Hambantota,Tangalle,"Nidahasgama East"
Hambantota,Tangalle,Kahandamodra
Hambantota,Tangalle,Gurupokuna
Hambantota,Tangalle,"Wella Odaya"
Hambantota,Tangalle,"Rekawa East"
Hambantota,Tangalle,"Rekawa West"
Hambantota,Tangalle,Medilla
Hambantota,Tangalle,Walgameliya
Hambantota,Tangalle,Godawanagoda
Hambantota,Tangalle,Wagegoda
Hambantota,Tangalle,"Nalagama East"
Hambantota,Tangalle,Siyambalagoda
Hambantota,Tangalle,"Nalagama West"
Hambantota,Tangalle,"Polommaruma North"
Hambantota,Tangalle,Danketiya
Hambantota,Tangalle,Medaketiya
Hambantota,Tangalle,Kotuwegoda
Hambantota,Tangalle,"Indipokunagoda North"
Hambantota,Tangalle,"Polommaruwa South"
Hambantota,Tangalle,"Kadurupokuna East"
Hambantota,Tangalle,"Indipokunagoda South"
Hambantota,Tangalle,"Pallikkudawa Urban"
Hambantota,Tangalle,"Pallikkudawa Rural"
Hambantota,Tangalle,"Kadurupokuna South"
Hambantota,Tangalle,"Kadurupokuna North"
Hambantota,Tangalle,"Kadurupokuna west"
Hambantota,Tangalle,"Seenimodara West"
Hambantota,Tangalle,"Seenimodara East"
Hambantota,Tangalle,"Unakooruwa West"
Hambantota,Tangalle,"Unakooruwa East"
Hambantota,Tangalle,"Moraketi Ara East"
Hambantota,Tangalle,"Moraketi Ara West"
Hambantota,Tangalle,Pahajjawa
Hambantota,Tangalle,Mhawela
Hambantota,Tangalle,Ihalagoda
Hambantota,Tangalle,"Nakulugamuwa South"
Hambantota,Tangalle,"Kudawella North"
Hambantota,Tangalle,"Kudawella Central"
Hambantota,Tangalle,"Kudawella East"
Hambantota,Tangalle,"Mawella South"
Hambantota,Tangalle,"Mawella North"
Hambantota,Tangalle,"Kudawella South"
Hambantota,Tangalle,"Kudawella West"
Jaffna,"Island North (Kayts)","Analaitivu North"
Jaffna,"Island North (Kayts)","Analaithivu South"
Jaffna,"Island North (Kayts)",Eluvaitivu
Jaffna,"Island North (Kayts)",Parithiyadaippu
Jaffna,"Island North (Kayts)",Kayts
Jaffna,"Island North (Kayts)",Karampon
Jaffna,"Island North (Kayts)","Karampon East"
Jaffna,"Island North (Kayts)","Naranthanai North West"
Jaffna,"Island North (Kayts)","Naranthanai North"
Jaffna,"Island North (Kayts)",Naranthanai
Jaffna,"Island North (Kayts)","Naranthanai South"
Jaffna,"Island North (Kayts)","Karanpom South East"
Jaffna,"Island North (Kayts)","Karampon West"
Jaffna,"Island North (Kayts)",Puliyankoodal
Jaffna,"Island North (Kayts)",Suruvil
Jaffna,Karainagar,"Karainagar North"
Jaffna,Karainagar,"Karainagar North East"
Jaffna,Karainagar,"Karainagar East"
Jaffna,Karainagar,"Karainagar Centre"
Jaffna,Karainagar,"Karainagar North West"
Jaffna,Karainagar,"Karainagar West"
Jaffna,Karainagar,"Karainagar South East"
Jaffna,Karainagar,"Karainagar South"
Jaffna,Karainagar,"Karainagar South West"
Jaffna,"Valikamam West","Vaddukoddai East"
Jaffna,"Valikamam West","Vaddukoddai North"
Jaffna,"Valikamam West",Sangarathai
Jaffna,"Valikamam West","Arali West"
Jaffna,"Valikamam West","Arali Centre"
Jaffna,"Valikamam West","Arali South"
Jaffna,"Valikamam West","Arali East"
Jaffna,"Valikamam West","Arali North"
Jaffna,"Valikamam West","Vaddukoddai South"
Jaffna,"Valikamam West","Vaddukoddai South West"
Jaffna,"Valikamam West","Vedducoddai  West"
Jaffna,"Valikamam West","Tholpuram East"
Jaffna,"Valikamam West","Tholpuram  West"
Jaffna,"Valikamam West",Ponnalai
Jaffna,"Valikamam West",Moolai
Jaffna,"Valikamam West","Chulipuram  West"
Jaffna,"Valikamam West","Chulipuram  Centre"
Jaffna,"Valikamam West","Chulipuram  East"
Jaffna,"Valikamam West",Pannakam
Jaffna,"Valikamam West",Pannaippulam
Jaffna,"Valikamam West",Siththankerni
Jaffna,"Valikamam West","Chankanai East"
Jaffna,"Valikamam West","Chankanai West"
Jaffna,"Valikamam West","Chankanai South"
Jaffna,"Valikamam West","Chankanai Centre"
Jaffna,"Valikamam South West (Sandilipay)","Suthumalai North"
Jaffna,"Valikamam South West (Sandilipay)","Suthumalai South"
Jaffna,"Valikamam South West (Sandilipay)",Savatkaddu
Jaffna,"Valikamam South West (Sandilipay)",Uyarappulam
Jaffna,"Valikamam South West (Sandilipay)",Anaikoddai
Jaffna,"Valikamam South West (Sandilipay)","Navali North"
Jaffna,"Valikamam South West (Sandilipay)","Navali East"
Jaffna,"Valikamam South West (Sandilipay)","Navali West"
Jaffna,"Valikamam South West (Sandilipay)","Manipay North"
Jaffna,"Valikamam South West (Sandilipay)","Manipay East"
Jaffna,"Valikamam South West (Sandilipay)","Manipay South"
Jaffna,"Valikamam South West (Sandilipay)","Manipay West"
Jaffna,"Valikamam South West (Sandilipay)","Sandilipay North"
Jaffna,"Valikamam South West (Sandilipay)","Sandilipay Centre"
Jaffna,"Valikamam South West (Sandilipay)","Sandilipay West"
Jaffna,"Valikamam South West (Sandilipay)",Masiapiddy
Jaffna,"Valikamam South West (Sandilipay)",Vadaliaippu
Jaffna,"Valikamam South West (Sandilipay)",Pandatheruppu
Jaffna,"Valikamam South West (Sandilipay)",Piranpattai
Jaffna,"Valikamam South West (Sandilipay)","Sillalai North"
Jaffna,"Valikamam South West (Sandilipay)","Sillalai South"
Jaffna,"Valikamam South West (Sandilipay)","Matagal East"
Jaffna,"Valikamam South West (Sandilipay)","Matagal South"
Jaffna,"Valikamam South West (Sandilipay)","Matagal West"
Jaffna,"Valikamam South West (Sandilipay)",Periyavillan
Jaffna,"Valikamam South West (Sandilipay)",Maresankoodal
Jaffna,"Valikamam South West (Sandilipay)",Ilavalai
Jaffna,"Valikamam South West (Sandilipay)",Mullanai
Jaffna,"Valikamam North","Mallakam South"
Jaffna,"Valikamam North","Mallakam Centre"
Jaffna,"Valikamam North","Mallakam North"
Jaffna,"Valikamam North","Alaveddy North"
Jaffna,"Valikamam North","Alaveddy Centre"
Jaffna,"Valikamam North","Alaveddy East"
Jaffna,"Valikamam North",Ganeswaram
Jaffna,"Valikamam North","Alaveddy South"
Jaffna,"Valikamam North","Alaveddy West"
Jaffna,"Valikamam North","Ilavalai North"
Jaffna,"Valikamam North","Ilavalai North West"
Jaffna,"Valikamam North",Vithahapuram
Jaffna,"Valikamam North",Pannalai
Jaffna,"Valikamam North",Kollankalady
Jaffna,"Valikamam North",Naguleswaram
Jaffna,"Valikamam North","Tellippalai East"
Jaffna,"Valikamam North",Tellippalai
Jaffna,"Valikamam North",Thurkkapuram
Jaffna,"Valikamam North",Selvapuram
Jaffna,"Valikamam North",Maviddapuram
Jaffna,"Valikamam North","Maviddapura South"
Jaffna,"Valikamam North","Kankasanthurai West"
Jaffna,"Valikamam North","Kankasanthurai Centre"
Jaffna,"Valikamam North","Kankasanthurai South"
Jaffna,"Valikamam North","Palai Veemamkamam North"
Jaffna,"Valikamam North","Palai Veemankamam South"
Jaffna,"Valikamam North",Kadduwan
Jaffna,"Valikamam North","Kadduwan West"
Jaffna,"Valikamam North",Thenmylai
Jaffna,"Valikamam North",Varuthalaivilan
Jaffna,"Valikamam North",Kurumpasiddy
Jaffna,"Valikamam North","Kurumpasiddy East"
Jaffna,"Valikamam North","Vayavilan East"
Jaffna,"Valikamam North","Vayavilan West"
Jaffna,"Valikamam North","Myliddy North"
Jaffna,"Valikamam North","Thyiddy East"
Jaffna,"Valikamam North","Myliddyththurai South"
Jaffna,"Valikamam North","Thyiddy North"
Jaffna,"Valikamam North","Thyiddy South"
Jaffna,"Valikamam North","Myliddyththurai North"
Jaffna,"Valikamam North","Palaly South"
Jaffna,"Valikamam North","Palaly East"
Jaffna,"Valikamam North","Palaly North"
Jaffna,"Valikamam North","Palaly North West"
Jaffna,"Valikamam North","Palaly West"
Jaffna,"Valikamam South (Uduvil)","Uduvil South West"
Jaffna,"Valikamam South (Uduvil)","Uduvil South East"
Jaffna,"Valikamam South (Uduvil)","Uduvil Centre"
Jaffna,"Valikamam South (Uduvil)","Uduvil Centre North"
Jaffna,"Valikamam South (Uduvil)","Uduvil North"
Jaffna,"Valikamam South (Uduvil)",Sanguvely
Jaffna,"Valikamam South (Uduvil)","Inuvil South West"
Jaffna,"Valikamam South (Uduvil)","Inuvil East"
Jaffna,"Valikamam South (Uduvil)","Inuvil North East"
Jaffna,"Valikamam South (Uduvil)","Inuvil West"
Jaffna,"Valikamam South (Uduvil)","Thavady South"
Jaffna,"Valikamam South (Uduvil)","Thavady East"
Jaffna,"Valikamam South (Uduvil)","Thavady North"
Jaffna,"Valikamam South (Uduvil)","Chunnakam Town North"
Jaffna,"Valikamam South (Uduvil)","Chunnakam Town South"
Jaffna,"Valikamam South (Uduvil)","Chunnakam Town East"
Jaffna,"Valikamam South (Uduvil)","Chunnakam Town Centre"
Jaffna,"Valikamam South (Uduvil)","Chunnakam Town West"
Jaffna,"Valikamam South (Uduvil)",Kantharodai
Jaffna,"Valikamam South (Uduvil)","Erlalai West"
Jaffna,"Valikamam South (Uduvil)","Ealalai South West"
Jaffna,"Valikamam South (Uduvil)","Erlalai South"
Jaffna,"Valikamam South (Uduvil)","Erlalai East"
Jaffna,"Valikamam South (Uduvil)","Erlalai North"
Jaffna,"Valikamam South (Uduvil)","Erlalai Centre"
Jaffna,"Valikamam South (Uduvil)","Punnalaikadduvan South"
Jaffna,"Valikamam South (Uduvil)","Punnalaikadduvan North"
Jaffna,"Valikamam South (Uduvil)",Evenail
Jaffna,"Valikamam South (Uduvil)","Kuppilan South"
Jaffna,"Valikamam South (Uduvil)","Kuppilan North"
Jaffna,"Valikamam East (Kopay)","Irupalai South"
Jaffna,"Valikamam East (Kopay)","Irupalai  East"
Jaffna,"Valikamam East (Kopay)",Kalviyankadu
Jaffna,"Valikamam East (Kopay)","Kopay South"
Jaffna,"Valikamam East (Kopay)","Kopay Centre"
Jaffna,"Valikamam East (Kopay)","Kopay North"
Jaffna,"Valikamam East (Kopay)","Urumpirai West"
Jaffna,"Valikamam East (Kopay)","Urumpirai North"
Jaffna,"Valikamam East (Kopay)","Urumpirai South"
Jaffna,"Valikamam East (Kopay)","Urumpirai East"
Jaffna,"Valikamam East (Kopay)",Urelu
Jaffna,"Valikamam East (Kopay)","Neervely South"
Jaffna,"Valikamam East (Kopay)","Neervely North"
Jaffna,"Valikamam East (Kopay)","Neervely West"
Jaffna,"Valikamam East (Kopay)","Sirupiddy East"
Jaffna,"Valikamam East (Kopay)","Sirupiddy West"
Jaffna,"Valikamam East (Kopay)","Puttur West"
Jaffna,"Valikamam East (Kopay)","Puttur North"
Jaffna,"Valikamam East (Kopay)",Nawatkiri
Jaffna,"Valikamam East (Kopay)","Avarangal East"
Jaffna,"Valikamam East (Kopay)","Avarangal West"
Jaffna,"Valikamam East (Kopay)","Puttur East"
Jaffna,"Valikamam East (Kopay)",Atchelu
Jaffna,"Valikamam East (Kopay)",Vatharavattai
Jaffna,"Valikamam East (Kopay)",Pathameny
Jaffna,"Valikamam East (Kopay)",Thampalai-Kathiripay
Jaffna,"Valikamam East (Kopay)",Iddaikkadu
Jaffna,"Valikamam East (Kopay)",Valalai
Jaffna,"Valikamam East (Kopay)","Atchuvely North"
Jaffna,"Valikamam East (Kopay)","Atchuvely South"
Jaffna,"Valikamam East (Kopay)","Atchuvely West"
Jaffna,"Vadamaradchi South-West (Karaveddy)","Kranavai South"
Jaffna,"Vadamaradchi South-West (Karaveddy)","Kranavai West"
Jaffna,"Vadamaradchi South-West (Karaveddy)",Kranavai
Jaffna,"Vadamaradchi South-West (Karaveddy)","Kranavai East"
Jaffna,"Vadamaradchi South-West (Karaveddy)",Udupiddy
Jaffna,"Vadamaradchi South-West (Karaveddy)","Udupiddy North"
Jaffna,"Vadamaradchi South-West (Karaveddy)","Udupiddy South"
Jaffna,"Vadamaradchi South-West (Karaveddy)",Valvetty
Jaffna,"Vadamaradchi South-West (Karaveddy)","Valvetty Centre"
Jaffna,"Vadamaradchi South-West (Karaveddy)",Samarabahu
Jaffna,"Vadamaradchi South-West (Karaveddy)",Imayanan
Jaffna,"Vadamaradchi South-West (Karaveddy)","Imayanan West"
Jaffna,"Vadamaradchi South-West (Karaveddy)","Karanavai North"
Jaffna,"Vadamaradchi South-West (Karaveddy)","Karanavai North West"
Jaffna,"Vadamaradchi South-West (Karaveddy)","Karanavai Centre"
Jaffna,"Vadamaradchi South-West (Karaveddy)","Karaveddy West"
Jaffna,"Vadamaradchi South-West (Karaveddy)","Karaveddy North"
Jaffna,"Vadamaradchi South-West (Karaveddy)","Karaveddy  South"
Jaffna,"Vadamaradchi South-West (Karaveddy)",Maththoni
Jaffna,"Vadamaradchi South-West (Karaveddy)","Karaveddy Centre"
Jaffna,"Vadamaradchi South-West (Karaveddy)","Karaveddy East"
Jaffna,"Vadamaradchi South-West (Karaveddy)",Kaddaively
Jaffna,"Vadamaradchi South-West (Karaveddy)","Thunnalai South"
Jaffna,"Vadamaradchi South-West (Karaveddy)","Thunnalai East"
Jaffna,"Vadamaradchi South-West (Karaveddy)",Thunnalai
Jaffna,"Vadamaradchi South-West (Karaveddy)","Thunnalai Centre"
Jaffna,"Vadamaradchi South-West (Karaveddy)","Thunnalai West"
Jaffna,"Vadamaradchi South-West (Karaveddy)","Nelliaddy North"
Jaffna,"Vadamaradchi South-West (Karaveddy)",Nelliaddy
Jaffna,"Vadamaradchi South-West (Karaveddy)","Nelliaddy East"
Jaffna,"Vadamaradchi South-West (Karaveddy)",Alvai
Jaffna,"Vadamaradchi South-West (Karaveddy)","Alvai South"
Jaffna,"Vadamaradchi South-West (Karaveddy)","Alvai East"
Jaffna,"Vadamaradchi South-West (Karaveddy)",Aththai
Jaffna,"Vadamaradchi South-West (Karaveddy)",Kapputhu
Jaffna,"Vadamaradchy East",Manalkadu
Jaffna,"Vadamaradchy East",Kudathanai
Jaffna,"Vadamaradchy East","Kudathanai Karaiyoor"
Jaffna,"Vadamaradchy East",Potpathi
Jaffna,"Vadamaradchy East",Ampan
Jaffna,"Vadamaradchy East","Nagarkovil East"
Jaffna,"Vadamaradchy East","Nagarkovil West"
Jaffna,"Vadamaradchy East","Nagarkovil South"
Jaffna,"Vadamaradchy East","Chempiyanpattu North"
Jaffna,"Vadamaradchy East","Chempiyanpattu South"
Jaffna,"Vadamaradchy East",Maruthankarny
Jaffna,"Vadamaradchy East",Vathirayan
Jaffna,"Vadamaradchy East",Uduthurai
Jaffna,"Vadamaradchy East",Aliyavalai
Jaffna,"Vadamaradchy East",Vetrilaikerny
Jaffna,"Vadamaradchy East",Mulliyan
Jaffna,"Vadamaradchy East",Pokkaruppu
Jaffna,"Vadamaradchy East",Chundikulam
Jaffna,"Vadamaradchi North (Point Pedro)","Thondamanaru South"
Jaffna,"Vadamaradchi North (Point Pedro)","Thondamanaru North"
Jaffna,"Vadamaradchi North (Point Pedro)","Kerudavil South"
Jaffna,"Vadamaradchi North (Point Pedro)","Kerudavil North"
Jaffna,"Vadamaradchi North (Point Pedro)","Kerudavil East"
Jaffna,"Vadamaradchi North (Point Pedro)","Valvettithirai North West"
Jaffna,"Vadamaradchi North (Point Pedro)","Valvettithirai North Centre"
Jaffna,"Vadamaradchi North (Point Pedro)","Valvettithirai North East"
Jaffna,"Vadamaradchi North (Point Pedro)","Valvettithirai South West"
Jaffna,"Vadamaradchi North (Point Pedro)","Valvettithirai South East"
Jaffna,"Vadamaradchi North (Point Pedro)","Polikandy West"
Jaffna,"Vadamaradchi North (Point Pedro)","Polikandy East"
Jaffna,"Vadamaradchi North (Point Pedro)","Polikandy South"
Jaffna,"Vadamaradchi North (Point Pedro)","Alvai West"
Jaffna,"Vadamaradchi North (Point Pedro)","Alvai North West"
Jaffna,"Vadamaradchi North (Point Pedro)","Alvai North Centre"
Jaffna,"Vadamaradchi North (Point Pedro)",Viyaparimoolai
Jaffna,"Vadamaradchi North (Point Pedro)","Alvai North"
Jaffna,"Vadamaradchi North (Point Pedro)","Point Pedro"
Jaffna,"Vadamaradchi North (Point Pedro)","Point Pedro South"
Jaffna,"Vadamaradchi North (Point Pedro)","Point Pedro East"
Jaffna,"Vadamaradchi North (Point Pedro)",Thumpalai
Jaffna,"Vadamaradchi North (Point Pedro)","Thumpalai East"
Jaffna,"Vadamaradchi North (Point Pedro)",Katkovalam
Jaffna,"Vadamaradchi North (Point Pedro)","Puloly North"
Jaffna,"Vadamaradchi North (Point Pedro)","Puloly North East"
Jaffna,"Vadamaradchi North (Point Pedro)","Puloly Centre"
Jaffna,"Vadamaradchi North (Point Pedro)","Puloly West"
Jaffna,"Vadamaradchi North (Point Pedro)","Puloly South West"
Jaffna,"Vadamaradchi North (Point Pedro)","Puloly North West"
Jaffna,"Vadamaradchi North (Point Pedro)","Puloly East"
Jaffna,"Vadamaradchi North (Point Pedro)","Puloly South"
Jaffna,"Vadamaradchi North (Point Pedro)",Manthikai
Jaffna,"Vadamaradchi North (Point Pedro)",Vallipuram
Jaffna,"Vadamaradchi North (Point Pedro)","Thunnalai North"
Jaffna,Thenmaradchi,"Kaithady North"
Jaffna,Thenmaradchi,"Kaithady East"
Jaffna,Thenmaradchi,"Kaithady Centre"
Jaffna,Thenmaradchi,"Kaithady South"
Jaffna,Thenmaradchi,"Kaithady South East"
Jaffna,Thenmaradchi,"Kaithady West"
Jaffna,Thenmaradchi,"Navatkuli West"
Jaffna,Thenmaradchi,"Navatkuli East"
Jaffna,Thenmaradchi,kovilakandy
Jaffna,Thenmaradchi,"Kaithady Navatkuli"
Jaffna,Thenmaradchi,Maravanpulo
Jaffna,Thenmaradchi,Thanankilappu
Jaffna,Thenmaradchi,"Chavakachcheri Town"
Jaffna,Thenmaradchi,Kovilkudyiruppu
Jaffna,Thenmaradchi,Sangathanai
Jaffna,Thenmaradchi,"Chavakachcheri North"
Jaffna,Thenmaradchi,Manduvil
Jaffna,Thenmaradchi,Kalvayal
Jaffna,Thenmaradchi,"Nunavil East"
Jaffna,Thenmaradchi,"Nunavil Centre"
Jaffna,Thenmaradchi,"Nunavil West"
Jaffna,Thenmaradchi,"Kaithady Nunavil"
Jaffna,Thenmaradchi,Thenmadduvil
Jaffna,Thenmaradchi,"Madduvil Nunavil"
Jaffna,Thenmaradchi,"Madduvil Centre"
Jaffna,Thenmaradchi,"Madduvil North"
Jaffna,Thenmaradchi,"Madduvil East"
Jaffna,Thenmaradchi,Chandrapuram
Jaffna,Thenmaradchi,"Sarasalai South"
Jaffna,Thenmaradchi,"Sarasalai North"
Jaffna,Thenmaradchi,"Meesalai East"
Jaffna,Thenmaradchi,"Meesalai West"
Jaffna,Thenmaradchi,Ramavil
Jaffna,Thenmaradchi,"Meesalai North"
Jaffna,Thenmaradchi,Allarai
Jaffna,Thenmaradchi,Vellampokkady
Jaffna,Thenmaradchi,Kachchai
Jaffna,Thenmaradchi,Palavi
Jaffna,Thenmaradchi,"Kodikamam North"
Jaffna,Thenmaradchi,"Kodikamam Centre"
Jaffna,Thenmaradchi,"Kodikamam South"
Jaffna,Thenmaradchi,Usan
Jaffna,Thenmaradchi,Karampaham
Jaffna,Thenmaradchi,Vidaththalpalai
Jaffna,Thenmaradchi,Ketpeli
Jaffna,Thenmaradchi,"Eluthumadduval South"
Jaffna,Thenmaradchi,"Eluthumadduval North"
Jaffna,Thenmaradchi,"Mirusuvil North"
Jaffna,Thenmaradchi,"Mirusuvil South"
Jaffna,Thenmaradchi,Kudamiyan
Jaffna,Thenmaradchi,Navatkadu
Jaffna,Thenmaradchi,"Varani North"
Jaffna,Thenmaradchi,Maaseri
Jaffna,Thenmaradchi,Iddaikurichchi
Jaffna,Thenmaradchi,Karampaikurichchi
Jaffna,Thenmaradchi,Varani-lyattalai
Jaffna,Thenmaradchi,"Thavalai lyattalai"
Jaffna,Thenmaradchi,"Manthuvil East"
Jaffna,Thenmaradchi,"Manthuvil West"
Jaffna,Thenmaradchi,"Manthuvil North"
Jaffna,Nallur,"Ariyalai South West"
Jaffna,Nallur,"Ariyalai East"
Jaffna,Nallur,"Ariyalai North West"
Jaffna,Nallur,"Ariyalai West (Centre)"
Jaffna,Nallur,"Ariyalai South West (East)"
Jaffna,Nallur,"Ariyalai Centre North"
Jaffna,Nallur,"Ariyalai Centre (Centre)"
Jaffna,Nallur,"Ariyalai Centre South"
Jaffna,Nallur,"Iyanar Kovilady"
Jaffna,Nallur,"Vannarponnai North West (North)"
Jaffna,Nallur,"Vannarponnai North West (West)"
Jaffna,Nallur,"Vannarponnai North East (North)"
Jaffna,Nallur,Neeraviyady
Jaffna,Nallur,"Kantharmadam North West"
Jaffna,Nallur,"Kantharmadam North East"
Jaffna,Nallur,"Kantharmadam South West"
Jaffna,Nallur,"Kantharmadam South East"
Jaffna,Nallur,"Nallur North"
Jaffna,Nallur,"Nallur Irajathani"
Jaffna,Nallur,"Nallur South"
Jaffna,Nallur,Sangiliyanthoppu
Jaffna,Nallur,"Thirunelvely West"
Jaffna,Nallur,"Thirunelvely Centre South"
Jaffna,Nallur,"Thirunelvely South East"
Jaffna,Nallur,"Thirunelvely North East"
Jaffna,Nallur,"Thirunelvely Centre North"
Jaffna,Nallur,"Kondavil North West"
Jaffna,Nallur,"Kondavil South West"
Jaffna,Nallur,"Kondavil Centre West"
Jaffna,Nallur,"Kondavil Centre East"
Jaffna,Nallur,"Kondavil North East"
Jaffna,Nallur,"Kondavil South East"
Jaffna,Nallur,"Kokuvil North East"
Jaffna,Nallur,"Kokuvil East"
Jaffna,Nallur,"Kokuvil South East"
Jaffna,Nallur,"Kokuvil North West"
Jaffna,Nallur,"Kokuvil West"
Jaffna,Nallur,"Kokuvil Centre East"
Jaffna,Nallur,"Kokuvil  South West"
Jaffna,Nallur,"Kokuvil Centre (West)"
Jaffna,Jaffna,Nedunkulam
Jaffna,Jaffna,"Columbuthurai East "
Jaffna,Jaffna,"Columbuthurai West "
Jaffna,Jaffna,"Passaiyoor East"
Jaffna,Jaffna,"Passaiyoor West"
Jaffna,Jaffna,Eachchamoddai
Jaffna,Jaffna,Thirunagar
Jaffna,Jaffna,"Reclamation East"
Jaffna,Jaffna,"Recalmation West"
Jaffna,Jaffna,"Gurunagar East"
Jaffna,Jaffna,"Gurunager west"
Jaffna,Jaffna,"Small Bazaar"
Jaffna,Jaffna,"Jaffna Town West"
Jaffna,Jaffna,"Jaffna Town East"
Jaffna,Jaffna,"Chundikuli South"
Jaffna,Jaffna,"Chundikuli North"
Jaffna,Jaffna,Maruthady
Jaffna,Jaffna,Attiaddy
Jaffna,Jaffna,Sirambiady
Jaffna,Jaffna,"Grand Bazaar"
Jaffna,Jaffna,Fort
Jaffna,Jaffna,Wnnarpannai
Jaffna,Jaffna,Koddady
Jaffna,Jaffna,"Navanthurai South"
Jaffna,Jaffna,"Navanthurai West"
Jaffna,Jaffna,"Moor Street South"
Jaffna,Jaffna,"Moor Street North"
Jaffna,Jaffna,"Moor Street"
Jaffna,"Island South (Velanai)","Mandaitivu East"
Jaffna,"Island South (Velanai)","Mandaitivu West"
Jaffna,"Island South (Velanai)","Mandaitivu South"
Jaffna,"Island South (Velanai)",Allaipiddy
Jaffna,"Island South (Velanai)",Mankumban
Jaffna,"Island South (Velanai)","Velanai North"
Jaffna,"Island South (Velanai)","Velanai North East"
Jaffna,"Island South (Velanai)","Velanai East"
Jaffna,"Island South (Velanai)","Velanai South East"
Jaffna,"Island South (Velanai)","Velanai East Centre"
Jaffna,"Island South (Velanai)","Velanai South"
Jaffna,"Island South (Velanai)","Velanai West Centre"
Jaffna,"Island South (Velanai)","Velanai West"
Jaffna,"Island South (Velanai)","Saravanai East"
Jaffna,"Island South (Velanai)","Saravanai West"
Jaffna,"Island South (Velanai)","Pungudutivu North East"
Jaffna,"Island South (Velanai)","Pungudutivu East"
Jaffna,"Island South (Velanai)","Pungudutivu South East"
Jaffna,"Island South (Velanai)","Pungudutivu East South"
Jaffna,"Island South (Velanai)","Pungudutivu South"
Jaffna,"Island South (Velanai)","Pungudutivu North"
Jaffna,"Island South (Velanai)","Pungudutivu Centre North"
Jaffna,"Island South (Velanai)","Pungudutivu South West"
Jaffna,"Island South (Velanai)","Pungudutivu Centre West"
Jaffna,"Island South (Velanai)","Pungudutivu Centre East"
Jaffna,"Island South (Velanai)","Pungudutivu North West"
Jaffna,"Island South (Velanai)","Pungudutivu West"
Jaffna,"Island South (Velanai)","Nainativu North"
Jaffna,"Island South (Velanai)","Nainativu Centre"
Jaffna,"Island South (Velanai)","Nainativu South"
Jaffna,Delft,"Delft West"
Jaffna,Delft,"Delft South"
Jaffna,Delft,"Delft Centre West"
Jaffna,Delft,"Delft Centre"
Jaffna,Delft,"Delft Centre East"
Jaffna,Delft,"Delft East"
Mannar,"Mannar Town","Talaimannar North"
Mannar,"Mannar Town","Talaimannar Pier West"
Mannar,"Mannar Town","Talaimannar Pier East"
Mannar,"Mannar Town",Talaimannar
Mannar,"Mannar Town","Talaimannar South"
Mannar,"Mannar Town",Kaddukarankudiyirippu
Mannar,"Mannar Town",Thullukudiyiruppu
Mannar,"Mannar Town","Pesalai South"
Mannar,"Mannar Town","Pesalai North"
Mannar,"Mannar Town","Pesalai West"
Mannar,"Mannar Town",Siruthoppu
